DISTRICT,DD000A001218R,DD000A001318R,DD000A001S18R,DD200A001218R,DD200A001318R,DD200A001S18R,DD300A001218R,DD300A001318R,DD300A001S18R,DD400A001218R,DD400A001318R,DD400A001S18R,DDA00A001218R,DDA00A001318R,DDA00A001S18R,DDB00A001218R,DDB00A001318R,DDB00A001S18R,DDE00A001218R,DDE00A001318R,DDE00A001S18R,DDF00A001218R,DDF00A001318R,DDF00A001S18R,DDH00A001218R,DDH00A001318R,DDH00A001S18R,DDI00A001218R,DDI00A001318R,DDI00A001S18R,DDL00A001218R,DDL00A001318R,DDL00A001S18R,DDM00A001218R,DDM00A001318R,DDM00A001S18R,DDR00A001218R,DDR00A001318R,DDR00A001S18R,DDS00A001218R,DDS00A001318R,DDS00A001S18R,DDW00A001218R,DDW00A001318R,DDW00A001S18R,DNC00A001218R,DNC00A001318R,DNC00A001S18R,DNM00A001218R,DNM00A001318R,DNM00A001S18R,DNS00A001218R,DNS00A001318R,DNS00A001S18R
'142901,24,10,56,22,11,89,83,0,100,.,.,.,33,13,67,-1,-1,-1,30,11,65,36,13,69,32,12,66,-1,-1,-1,15,5,51,31,13,65,17,4,54,21,9,39,63,32,90,35,13,69,26,11,56,29,16,81
'143901,16,9,49,53,10,90,100,75,100,.,.,.,51,20,82,33,3,68,40,12,75,55,21,85,38,13,78,80,30,100,3,0,31,47,19,79,24,6,66,28,5,52,58,25,85,51,20,81,52,21,85,54,24,81
'143902,30,12,82,-1,-1,-1,.,.,.,.,.,.,58,25,85,-1,-1,-1,52,21,86,59,24,84,50,18,85,100,71,100,16,0,74,56,25,87,27,4,76,23,6,56,64,29,86,60,27,86,47,11,83,60,20,80
'143903,17,11,44,67,14,86,80,40,100,.,.,.,68,34,90,49,24,80,49,17,82,69,34,92,50,19,80,20,20,100,17,11,44,68,33,88,36,9,69,26,8,51,74,38,93,71,35,91,62,29,88,82,39,100
'143904,0,0,0,.,.,.,50,17,100,.,.,.,56,26,87,35,0,78,43,14,81,52,21,89,40,0,40,.,.,.,0,0,0,61,33,85,31,7,48,14,0,71,61,33,92,57,28,89,53,21,83,-1,-1,-1
'143905,.,.,.,50,40,90,.,.,.,.,.,.,58,33,90,.,.,.,39,18,90,60,34,92,47,18,95,.,.,.,.,.,.,57,31,88,25,13,75,30,20,50,60,34,89,59,34,90,56,23,88,62,31,100
'143906,.,.,.,-1,-1,-1,.,.,.,.,.,.,61,33,91,-1,-1,-1,51,29,92,66,42,91,80,20,100,.,.,.,.,.,.,53,15,92,26,8,84,-1,-1,-1,62,34,92,66,43,93,52,13,88,40,13,100
'144901,28,9,64,51,25,74,57,29,100,.,.,.,44,18,74,37,11,65,36,14,69,46,18,78,38,14,71,-1,-1,-1,19,4,55,41,17,70,26,7,61,20,4,46,55,25,81,43,17,74,47,21,74,35,10,67
'144902,33,13,64,54,29,85,-1,-1,-1,-1,-1,-1,46,19,80,29,5,59,38,15,72,46,18,80,39,15,68,25,13,63,20,2,56,47,20,80,21,5,62,33,17,53,49,21,85,48,20,82,42,16,76,33,15,56
'144903,16,12,40,10,0,80,.,.,.,.,.,.,35,13,69,28,11,57,29,10,67,38,13,70,30,6,70,.,.,.,16,12,40,33,14,68,32,14,64,36,27,57,54,28,82,29,12,65,52,17,80,29,0,71
'145901,41,15,78,43,20,77,88,38,100,.,.,.,52,22,84,14,0,64,47,19,78,53,23,84,46,18,80,-1,-1,-1,37,13,73,51,22,83,36,10,74,17,6,43,60,27,88,53,23,84,51,21,84,45,36,82
'145902,19,0,62,63,25,88,.,.,.,.,.,.,46,17,80,27,4,68,35,10,75,49,17,87,41,7,72,67,67,100,9,0,57,42,16,73,25,5,66,19,6,40,48,19,82,46,17,82,43,16,74,60,10,90
'145906,23,2,61,61,11,94,80,70,100,.,.,.,47,20,80,16,1,56,35,14,70,51,19,84,41,14,76,50,25,63,16,0,56,43,20,77,21,4,60,20,8,28,51,22,83,49,20,80,43,18,81,6,0,61
'145907,-1,-1,-1,55,18,91,.,.,.,.,.,.,51,18,80,26,7,59,50,15,79,55,18,86,73,33,97,.,.,.,-1,-1,-1,49,17,76,26,6,66,7,0,37,59,19,86,54,18,80,48,17,81,.,.,.
'145911,21,6,63,36,23,59,52,23,90,.,.,.,45,18,78,56,22,100,38,14,72,46,16,80,36,14,71,-1,-1,-1,21,6,63,43,19,76,23,6,64,18,9,37,49,19,82,49,20,80,37,13,73,63,13,100
'146901,29,11,64,23,10,64,87,50,98,86,14,100,35,13,69,27,9,60,34,12,68,37,13,73,34,12,68,38,9,56,22,8,56,34,13,65,24,8,59,33,18,50,43,18,73,36,14,69,34,12,68,32,10,64
'146902,29,10,64,41,16,66,61,30,89,.,.,.,37,14,68,23,6,54,32,12,64,41,16,73,36,13,69,47,32,69,19,6,54,33,12,63,22,7,56,15,5,31,39,15,69,37,14,68,35,13,66,14,5,50
'146903,72,30,91,.,.,.,-1,-1,-1,-1,-1,-1,80,48,95,100,92,100,76,40,91,79,50,96,80,42,94,.,.,.,72,30,91,82,46,94,70,32,90,58,37,74,80,49,95,81,48,94,75,48,98,71,29,100
'146904,25,5,58,40,18,66,-1,-1,-1,.,.,.,37,13,70,12,1,54,29,8,62,39,14,74,37,11,68,33,10,76,17,0,49,35,12,67,20,4,55,11,2,34,39,14,72,39,14,72,35,11,67,26,6,69
'146905,20,0,45,20,0,47,.,.,.,.,.,.,35,10,68,40,11,66,34,10,67,37,11,71,40,9,68,.,.,.,20,0,45,34,9,65,32,8,66,7,3,29,34,10,69,37,11,72,33,8,62,20,0,40
'146906,32,9,69,47,21,72,81,41,100,.,.,.,42,16,74,32,11,65,35,12,68,46,18,78,38,12,73,-1,-1,-1,21,6,59,39,15,70,29,9,65,19,7,40,49,21,78,44,16,76,38,16,69,38,21,55
'146907,34,10,82,45,23,74,25,0,38,-1,-1,-1,48,18,79,32,0,74,41,16,74,51,19,80,44,14,80,100,100,100,23,4,74,44,17,77,32,11,68,22,10,43,48,19,79,50,19,81,41,16,72,35,12,67
'147901,39,7,75,60,20,80,.,.,.,.,.,.,49,18,82,46,11,84,47,16,81,51,18,83,44,13,78,.,.,.,37,9,70,48,17,80,26,6,63,38,7,61,62,31,87,51,19,82,44,9,81,8,8,50
'147902,19,5,56,38,11,69,70,40,90,.,.,.,33,12,65,16,2,47,25,8,58,37,12,70,25,7,60,-1,-1,-1,7,2,37,30,12,60,16,3,51,15,8,27,41,17,72,34,12,66,32,12,63,28,15,66
'147903,27,8,60,39,16,70,76,39,97,.,.,.,33,12,65,26,7,60,31,10,63,34,11,68,33,11,66,15,8,69,16,5,47,33,12,64,19,4,54,34,14,48,42,16,70,34,12,66,29,9,64,21,7,54
'148901,33,15,64,-1,-1,-1,.,.,.,.,.,.,51,21,80,.,.,.,41,15,72,54,21,82,43,17,75,80,40,100,18,5,49,48,20,77,29,8,65,24,10,61,72,30,92,55,22,84,37,16,65,25,0,88
'148902,39,18,82,80,80,100,-1,-1,-1,.,.,.,52,19,88,.,.,.,48,12,84,53,16,89,41,13,80,100,20,100,20,5,70,51,22,87,30,4,70,31,6,63,55,20,91,52,18,88,51,22,90,-1,-1,-1
'148903,33,22,56,.,.,.,-1,-1,-1,.,.,.,30,14,70,-1,-1,-1,29,11,64,30,9,78,46,29,54,.,.,.,-1,-1,-1,31,20,61,13,4,53,31,17,56,26,10,74,31,15,73,28,12,64,-1,-1,-1
'148905,36,36,64,33,17,100,.,.,.,.,.,.,26,9,60,.,.,.,23,9,56,28,9,65,15,9,48,.,.,.,36,36,64,24,9,56,19,8,55,39,30,39,36,9,68,28,12,61,23,6,58,.,.,.
'149901,54,30,87,83,33,96,.,.,.,.,.,.,56,25,86,-1,-1,-1,47,19,80,58,26,88,49,20,82,80,20,100,45,15,73,54,24,84,29,8,68,27,11,52,66,33,90,56,25,86,55,26,85,26,8,79
'149902,30,10,57,29,29,43,-1,-1,-1,-1,-1,-1,37,12,71,17,17,50,32,9,65,37,11,75,32,9,64,.,.,.,26,7,54,37,13,68,17,2,52,18,4,43,44,16,81,37,13,72,37,7,70,9,0,45
'150901,26,10,62,65,32,86,67,39,89,.,.,.,45,19,76,6,6,61,35,12,70,47,21,80,33,12,67,65,41,94,12,5,48,44,18,73,18,4,54,17,5,40,49,21,79,45,19,76,46,20,77,25,7,72
'152802,.,.,.,.,.,.,.,.,.,.,.,.,67,33,95,66,31,94,64,32,94,68,40,96,68,41,97,.,.,.,.,.,.,64,25,94,56,19,92,32,11,84,67,17,100,68,34,96,61,28,89,79,36,100
'152803,0,0,29,-1,-1,-1,.,.,.,.,.,.,13,2,43,8,0,64,12,2,43,14,2,50,12,2,41,.,.,.,0,0,29,13,3,37,11,2,42,8,0,32,25,7,43,-1,-1,-1,13,3,43,5,0,33
'152901,36,14,66,55,25,80,81,51,94,40,16,76,41,16,71,26,7,58,31,10,65,43,17,74,35,12,68,47,16,80,27,10,58,40,15,69,19,5,54,20,7,38,65,33,88,42,17,72,38,15,69,33,13,67
'152902,25,3,56,55,34,87,.,.,.,.,.,.,42,17,78,4,0,46,30,11,71,43,16,81,30,9,69,.,.,.,23,3,55,40,17,75,21,4,65,20,8,44,53,24,86,44,18,77,38,15,79,29,11,61
'152903,26,3,58,35,17,70,-1,-1,-1,.,.,.,37,12,71,21,2,57,33,10,68,37,12,74,34,9,69,-1,-1,-1,11,1,43,38,12,69,17,3,55,30,12,47,51,20,81,38,11,72,36,14,68,24,9,64
'152906,33,15,70,64,32,85,74,47,92,-1,-1,-1,59,28,86,33,12,68,40,13,72,60,29,87,47,17,79,62,24,81,21,8,60,59,27,85,32,9,70,25,7,47,67,35,90,63,31,88,51,22,80,38,22,74
'152907,44,20,75,60,28,87,73,43,93,57,14,93,55,24,84,37,12,68,40,14,75,57,26,85,44,16,77,46,15,73,30,11,64,53,23,82,26,6,66,21,7,45,65,32,90,58,26,86,49,20,79,41,16,79
'152908,21,5,60,44,28,89,.,.,.,40,0,60,33,12,70,31,8,73,28,10,66,33,10,73,27,8,64,-1,-1,-1,16,4,53,34,14,68,13,4,53,30,16,48,45,20,79,35,12,73,32,12,67,24,5,60
'152909,36,11,77,45,30,88,-1,-1,-1,.,.,.,61,31,88,47,35,82,40,16,77,64,32,90,41,16,79,100,88,100,33,8,76,59,29,87,33,9,76,33,16,62,71,37,93,61,31,88,61,29,88,72,33,95
'152910,8,0,54,-1,-1,-1,.,.,.,.,.,.,63,31,90,-1,-1,-1,43,16,80,64,32,89,47,19,82,67,67,100,8,0,54,61,29,90,34,11,76,28,8,56,73,38,95,62,30,89,65,32,90,78,11,100
'153903,8,0,30,.,.,.,.,.,.,.,.,.,29,11,62,30,0,70,25,10,57,29,10,65,24,10,55,.,.,.,5,0,24,29,12,60,12,4,45,23,19,38,46,15,81,28,10,60,33,13,67,60,20,80
'153904,36,11,83,41,12,82,80,40,80,.,.,.,38,12,75,25,13,75,31,8,70,36,12,73,33,9,70,-1,-1,-1,14,5,76,39,12,76,12,3,57,23,11,57,51,18,84,39,13,74,36,8,76,56,15,85
'153905,45,10,90,88,53,100,.,.,.,.,.,.,70,33,94,86,71,100,51,20,86,68,33,94,53,23,87,.,.,.,50,13,94,71,34,94,37,10,82,34,17,68,75,36,96,68,32,94,74,36,94,44,0,89
'153907,21,12,68,0,0,60,.,.,.,.,.,.,17,6,59,-1,-1,-1,12,4,56,15,5,52,17,6,59,.,.,.,15,7,70,18,7,64,12,3,55,0,0,33,16,8,56,16,7,58,17,5,60,0,0,14
'154901,38,12,72,35,12,76,73,41,95,.,.,.,47,18,77,29,8,65,39,13,72,48,17,81,44,15,75,.,.,.,19,4,56,47,18,74,22,4,58,21,5,38,58,24,85,48,18,79,42,15,73,39,14,61
'154903,25,10,70,17,0,67,76,29,100,.,.,.,45,18,79,-1,-1,-1,39,14,74,46,17,82,47,27,80,.,.,.,21,7,57,44,19,76,28,7,67,15,6,44,44,16,78,44,17,77,48,19,83,36,14,68
'155901,37,5,79,25,2,65,91,27,91,.,.,.,34,12,66,24,7,59,30,10,62,34,12,68,40,15,72,42,0,83,25,8,67,33,12,64,11,3,45,20,10,28,39,16,70,35,12,68,31,13,61,26,14,54
'156902,18,7,52,38,13,63,-1,-1,-1,.,.,.,34,10,70,33,17,83,25,7,63,35,10,72,29,7,66,-1,-1,-1,16,8,45,34,10,68,16,4,55,13,3,34,48,18,81,36,10,71,30,9,68,34,17,79
'156905,52,23,84,-1,-1,-1,80,60,100,.,.,.,64,28,91,.,.,.,61,31,89,74,34,97,65,29,90,.,.,.,18,0,55,55,22,86,48,9,82,22,9,65,63,26,92,67,30,91,61,25,92,52,30,87
'157901,40,13,68,100,86,100,90,50,100,.,.,.,63,29,90,-1,-1,-1,52,18,82,68,34,92,51,19,82,.,.,.,21,8,56,58,24,88,38,9,73,29,4,63,68,33,93,64,29,90,59,28,88,92,15,100
'158901,34,11,66,59,27,78,53,28,84,.,.,.,36,14,68,20,6,54,30,11,62,38,14,71,35,12,68,20,0,60,23,6,56,34,14,65,20,5,54,27,12,44,51,25,78,36,14,67,38,15,70,21,8,48
'158902,16,8,55,52,19,74,.,.,.,.,.,.,43,17,77,44,21,77,37,14,73,43,18,77,36,13,72,.,.,.,5,1,39,42,15,77,18,4,56,11,4,29,51,21,83,43,17,77,44,16,77,25,4,58
'158904,46,21,83,31,15,85,.,.,.,.,.,.,38,18,70,.,.,.,29,11,63,37,15,67,31,13,67,.,.,.,46,21,83,38,20,72,40,19,77,61,48,78,44,22,71,42,19,73,31,16,64,8,0,17
'158905,28,11,60,36,16,76,68,35,87,.,.,.,43,17,73,35,13,61,37,13,68,45,19,76,37,13,69,.,.,.,20,6,50,42,15,70,26,7,59,17,5,42,54,23,80,45,18,75,35,13,63,34,15,51
'158906,36,18,82,40,14,83,-1,-1,-1,-1,-1,-1,43,15,78,28,5,69,33,10,71,46,16,84,39,13,78,-1,-1,-1,27,14,77,40,14,74,20,5,62,21,6,42,48,18,80,44,15,79,41,14,77,22,4,78
'159901,39,14,73,74,47,89,83,40,98,71,43,86,51,22,81,6,0,53,48,19,79,54,23,83,52,22,81,28,9,66,24,6,60,49,21,78,32,8,69,27,8,49,67,38,88,52,22,82,45,18,74,46,19,82
'160901,25,12,68,59,27,82,83,61,94,.,.,.,48,20,79,26,11,70,41,15,73,48,21,80,39,13,74,-1,-1,-1,17,9,59,47,19,77,25,6,63,26,9,53,56,26,83,48,20,80,45,18,71,36,23,77
'160904,.,.,.,.,.,.,.,.,.,.,.,.,41,13,69,.,.,.,38,11,70,45,12,71,30,5,59,.,.,.,.,.,.,36,15,66,24,8,52,22,4,63,44,16,71,44,15,70,35,10,65,-1,-1,-1
'160905,.,.,.,.,.,.,.,.,.,.,.,.,27,12,52,.,.,.,17,4,46,24,10,53,12,4,40,-1,-1,-1,.,.,.,29,14,51,11,2,30,19,0,48,40,19,61,34,17,53,20,8,51,-1,-1,-1
'161801,23,9,68,.,.,.,.,.,.,.,.,.,28,9,68,15,4,53,28,9,67,19,7,61,32,11,72,.,.,.,14,5,59,36,11,74,18,4,59,11,0,39,0,0,67,26,8,70,33,14,60,38,13,75
'161802,24,1,68,41,0,73,100,78,100,.,.,.,39,12,75,28,5,72,30,7,71,39,10,76,35,9,74,-1,-1,-1,20,0,65,38,15,74,22,3,65,16,2,41,57,26,82,41,14,80,34,11,69,13,0,56
'161807,35,14,70,55,31,82,71,44,91,69,46,85,47,21,78,45,19,76,41,17,73,49,22,79,40,15,74,42,14,80,23,7,61,46,21,76,35,13,70,18,7,42,51,24,80,54,26,82,41,17,73,35,14,64
'161901,22,0,44,44,11,78,100,67,100,-1,-1,-1,71,33,93,38,15,85,56,21,89,71,34,93,66,26,89,-1,-1,-1,22,0,44,71,33,94,45,12,83,24,6,63,72,34,94,72,34,93,66,32,93,88,38,100
'161903,57,28,85,74,39,92,81,54,94,67,33,85,66,35,88,44,17,76,50,21,79,69,37,90,57,26,85,59,24,82,33,11,73,63,33,86,42,14,74,22,4,45,73,41,92,69,37,90,60,31,85,54,22,92
'161906,30,11,65,40,12,67,.,.,.,.,.,.,32,11,66,26,7,60,32,11,66,34,12,69,34,13,67,-1,-1,-1,23,7,59,31,11,62,18,4,52,20,4,34,39,14,69,35,13,69,26,8,58,15,4,36
'161907,48,14,82,39,8,77,67,22,89,.,.,.,61,28,89,37,5,88,45,14,82,64,30,92,51,19,87,71,36,86,24,0,67,58,26,87,30,6,76,21,6,54,64,30,90,61,28,90,61,27,87,24,4,88
'161908,39,13,65,44,14,90,-1,-1,-1,.,.,.,34,10,72,20,3,61,30,7,70,34,10,75,34,6,70,.,.,.,28,0,56,33,10,68,18,4,56,11,2,35,42,16,78,38,11,78,26,9,62,10,10,50
'161909,25,8,62,58,39,89,100,40,100,20,0,60,47,18,78,41,12,71,40,14,73,52,20,82,39,13,73,45,9,68,7,0,39,43,17,74,23,4,60,19,4,42,60,26,85,47,18,78,47,18,79,45,17,72
'161910,14,0,44,38,5,74,.,.,.,.,.,.,34,13,66,32,8,61,27,9,60,41,16,70,25,9,57,-1,-1,-1,13,0,43,28,10,62,15,3,49,18,4,30,38,16,70,33,12,65,35,15,68,20,10,60
'161912,14,0,79,47,24,76,-1,-1,-1,.,.,.,46,14,78,42,11,76,35,8,68,47,15,81,38,12,71,83,50,100,11,0,67,43,13,74,21,4,61,18,6,46,48,14,79,46,14,78,45,15,76,28,8,68
'161914,27,9,64,39,19,74,70,43,89,0,0,60,32,11,64,22,6,53,30,10,63,35,12,68,34,12,68,29,0,71,16,4,52,30,11,61,18,4,53,17,3,33,47,23,75,33,12,65,29,10,61,16,5,45
'161916,25,4,76,48,13,79,.,.,.,.,.,.,45,16,79,22,5,56,36,11,73,51,20,83,39,10,78,-1,-1,-1,7,0,55,39,13,74,19,5,59,11,2,36,47,18,79,48,18,80,37,11,73,22,0,78
'161918,35,12,58,57,19,90,-1,-1,-1,.,.,.,48,19,81,30,0,70,40,16,75,49,21,83,44,16,80,0,0,50,9,0,36,47,18,79,28,5,66,23,9,45,50,20,82,50,20,83,43,19,76,43,24,81
'161919,15,2,62,64,28,88,100,80,100,.,.,.,40,15,75,44,22,83,30,9,70,39,15,78,30,8,72,43,14,86,9,3,41,40,15,73,20,4,61,11,2,28,43,17,76,40,15,75,38,14,76,36,12,76
'161920,20,8,65,58,34,88,67,50,86,-1,-1,-1,61,26,88,38,12,79,47,16,80,61,25,89,56,20,86,-1,-1,-1,19,11,64,61,27,88,33,7,71,25,7,57,64,28,89,63,28,89,56,22,86,53,23,87
'161921,24,7,61,39,13,72,40,30,100,.,.,.,29,9,64,21,5,56,25,7,61,29,8,67,27,8,64,15,8,62,22,6,57,28,9,61,16,3,52,11,4,29,41,13,76,31,9,67,24,7,59,30,3,64
'161922,23,11,70,53,21,87,79,43,96,.,.,.,52,21,81,40,14,66,39,14,71,58,24,86,43,15,77,67,33,100,13,4,61,46,19,77,30,8,68,17,6,39,56,24,83,54,23,83,44,17,75,58,19,84
'161923,17,7,51,46,14,71,40,0,40,100,50,100,51,20,83,39,11,83,39,11,78,54,23,87,44,15,77,.,.,.,17,7,51,49,18,80,19,6,60,14,4,44,55,23,86,50,20,83,54,21,83,45,23,82
'161924,0,0,42,-1,-1,-1,.,.,.,.,.,.,47,18,83,56,11,89,39,12,81,42,18,77,17,3,73,.,.,.,0,0,40,51,18,90,17,5,63,13,13,63,51,21,85,51,23,86,35,4,76,60,20,100
'161925,35,15,50,-1,-1,-1,.,.,.,.,.,.,33,11,70,18,0,55,28,8,66,36,14,72,35,11,64,.,.,.,8,0,25,28,6,66,17,1,48,6,0,21,33,11,73,30,10,64,39,12,82,45,18,73
'162904,100,40,100,-1,-1,-1,75,63,100,.,.,.,68,34,91,.,.,.,56,23,85,73,36,94,61,19,89,-1,-1,-1,100,40,100,63,31,88,42,11,75,20,3,63,71,41,92,68,35,91,67,31,92,50,0,100
'163901,31,8,64,67,18,94,-1,-1,-1,-1,-1,-1,44,16,75,0,0,64,33,11,68,46,17,78,36,11,70,-1,-1,-1,23,5,55,41,15,73,17,3,57,23,7,44,56,24,83,45,17,77,38,13,68,42,18,82
'163902,40,40,80,60,20,80,-1,-1,-1,.,.,.,54,22,83,.,.,.,46,15,79,54,21,86,45,15,77,.,.,.,-1,-1,-1,54,22,80,30,7,67,24,6,56,62,28,88,56,25,85,51,15,79,76,29,100
'163903,15,1,45,71,18,82,.,.,.,-1,-1,-1,28,9,61,-1,-1,-1,24,7,56,31,9,63,26,8,59,-1,-1,-1,5,0,30,25,8,58,16,3,48,17,10,31,34,12,68,28,9,61,26,9,59,23,9,40
'163904,35,8,66,44,17,78,55,55,64,0,0,50,42,16,72,33,13,63,32,10,65,42,17,75,35,11,68,-1,-1,-1,21,2,53,41,15,70,21,4,55,16,2,38,63,32,86,41,16,72,44,19,76,43,12,77
'163908,32,14,69,58,30,85,51,34,83,65,18,94,54,25,83,45,15,78,42,16,75,58,26,85,48,20,80,48,15,87,20,8,62,51,23,81,35,12,72,24,10,50,66,34,89,57,27,85,50,21,79,39,18,75
'164901,10,4,46,25,13,50,.,.,.,.,.,.,33,12,73,-1,-1,-1,28,8,68,38,14,76,22,6,66,.,.,.,10,4,46,30,10,70,18,4,63,20,6,43,45,18,81,34,13,74,29,9,67,50,0,100
'165802,14,8,67,83,50,100,100,80,100,.,.,.,46,22,82,50,23,88,47,23,81,46,21,82,43,19,81,.,.,.,7,0,60,45,22,82,20,5,66,42,35,65,48,25,84,45,20,82,50,32,85,38,0,69
'165901,25,9,54,44,19,70,49,27,77,55,16,90,38,16,67,26,9,56,28,10,58,41,17,71,33,12,63,29,14,71,16,5,43,35,15,63,19,4,51,22,9,37,54,27,81,38,16,67,38,16,67,29,12,58
'165902,11,3,42,43,16,72,67,44,78,.,.,.,44,16,75,40,10,65,30,9,64,45,17,76,33,10,67,46,8,85,4,1,30,43,16,73,20,3,57,21,6,41,54,23,82,47,18,78,38,14,69,28,12,73
'166901,33,12,68,61,23,86,-1,-1,-1,.,.,.,39,14,70,19,5,54,31,10,64,42,15,73,33,12,66,.,.,.,33,12,64,36,14,67,19,5,52,14,3,29,56,22,82,40,15,70,37,12,67,40,22,68
'166902,48,29,84,67,56,67,-1,-1,-1,.,.,.,50,25,85,21,13,50,46,20,82,48,27,83,50,27,86,.,.,.,43,25,82,51,24,86,33,14,75,38,17,54,53,23,91,50,24,84,49,26,86,-1,-1,-1
'166903,35,15,73,6,6,25,100,83,100,-1,-1,-1,41,17,75,34,13,68,38,14,70,44,20,77,37,13,74,-1,-1,-1,4,4,44,39,15,72,17,4,58,6,1,30,44,19,76,39,17,74,45,18,76,50,22,61
'166904,25,7,59,32,8,78,75,50,100,-1,-1,-1,39,13,73,25,5,69,32,9,68,40,14,78,35,11,72,11,0,44,11,4,45,38,13,70,21,4,60,14,1,34,47,18,75,40,14,75,35,13,67,46,11,89
'166905,16,4,48,39,7,82,.,.,.,.,.,.,48,18,78,23,0,69,36,12,71,51,18,81,39,13,69,.,.,.,5,0,31,45,19,76,21,4,58,16,3,34,51,21,81,46,18,79,51,19,76,17,0,83
'166907,29,0,62,-1,-1,-1,.,.,.,.,.,.,28,8,65,.,.,.,26,6,62,22,8,64,20,4,57,.,.,.,11,0,44,35,7,66,20,4,61,26,14,45,40,14,78,26,6,64,33,12,69,.,.,.
'167901,37,14,72,60,20,100,-1,-1,-1,.,.,.,58,26,88,-1,-1,-1,48,18,83,60,29,89,41,14,80,-1,-1,-1,18,5,55,55,23,88,27,7,70,33,7,57,64,31,91,60,29,90,50,19,83,38,21,86
'167902,30,30,60,.,.,.,.,.,.,.,.,.,35,14,68,0,0,40,34,11,67,39,14,74,31,15,73,-1,-1,-1,30,30,60,32,13,62,22,8,59,18,4,56,39,15,68,34,14,73,36,14,63,-1,-1,-1
'167904,.,.,.,14,0,43,.,.,.,.,.,.,39,18,75,.,.,.,36,14,73,40,20,79,28,9,74,.,.,.,.,.,.,37,14,69,13,0,52,5,0,10,46,23,77,49,24,81,16,2,60,80,50,90
'168901,35,19,72,29,4,64,50,36,100,.,.,.,43,17,73,36,14,63,35,11,66,44,17,75,40,15,70,25,13,38,30,20,70,42,16,71,29,7,64,25,12,44,48,19,78,46,19,76,36,11,64,58,16,89
'168902,33,0,50,.,.,.,.,.,.,.,.,.,43,18,74,28,17,72,43,16,75,45,21,76,40,14,74,.,.,.,33,0,50,41,16,73,32,11,68,25,17,33,50,24,74,44,18,72,41,18,78,.,.,.
'168903,.,.,.,83,50,100,.,.,.,.,.,.,44,20,79,0,0,33,32,14,72,42,19,80,29,10,70,33,17,100,.,.,.,45,21,78,24,8,69,32,21,64,54,27,85,43,20,78,45,19,81,40,10,70
'169901,26,9,66,40,16,74,71,18,94,.,.,.,44,18,75,45,18,64,36,13,69,45,18,76,36,12,73,26,0,58,13,4,55,43,18,74,27,8,63,15,6,33,45,19,75,43,18,76,44,17,73,44,15,82
'169902,30,8,73,42,12,84,57,14,100,.,.,.,45,16,79,43,43,43,35,12,74,50,16,81,44,17,80,57,29,86,16,4,62,40,17,77,24,4,67,16,7,42,45,16,78,44,17,80,46,15,76,0,0,71
'169906,10,10,40,20,0,100,.,.,.,.,.,.,38,16,70,22,0,67,32,15,67,32,10,66,5,5,35,-1,-1,-1,0,0,25,42,20,73,18,7,49,62,43,71,44,18,74,52,24,81,24,8,59,.,.,.
'169908,.,.,.,71,29,71,.,.,.,.,.,.,50,18,76,.,.,.,46,10,75,49,15,76,72,39,100,.,.,.,.,.,.,52,24,78,22,3,47,32,24,64,47,16,75,52,21,80,47,15,72,.,.,.
'169909,.,.,.,44,11,67,.,.,.,.,.,.,49,23,83,.,.,.,49,22,82,56,29,90,66,31,97,.,.,.,.,.,.,39,15,73,28,11,67,27,12,56,46,23,82,52,27,83,42,16,83,.,.,.
'169910,.,.,.,.,.,.,.,.,.,40,20,40,22,6,60,.,.,.,20,6,54,23,7,62,11,6,51,.,.,.,.,.,.,21,6,59,0,0,13,19,0,44,24,6,62,16,3,55,29,10,66,33,0,50
'169911,-1,-1,-1,64,43,79,.,.,.,.,.,.,57,23,89,.,.,.,49,19,88,55,24,89,39,17,89,100,80,100,.,.,.,59,21,90,30,5,80,31,7,75,59,22,90,59,25,88,51,18,92,67,17,100
'170801,56,22,80,67,56,89,.,.,.,.,.,.,52,23,78,45,20,72,52,22,78,56,26,80,60,24,85,.,.,.,53,16,78,50,19,77,51,19,79,23,6,52,-1,-1,-1,62,31,89,47,18,73,86,57,100
'170902,38,15,71,69,41,88,86,64,96,56,29,83,62,34,85,46,19,76,42,17,74,64,35,88,50,23,79,55,26,79,25,8,61,60,32,83,31,9,68,27,9,49,71,41,90,63,35,86,58,30,82,59,31,85
'170903,36,12,74,62,31,83,78,41,95,40,20,67,61,29,87,35,14,69,42,15,75,62,29,87,51,22,81,41,15,69,20,5,61,61,29,86,31,8,69,25,11,48,64,31,89,63,30,87,59,27,85,53,29,84
'170904,30,9,65,39,13,73,72,37,93,100,40,100,45,18,75,28,8,65,37,13,70,46,18,78,37,14,71,44,17,75,21,5,56,43,18,73,23,6,59,24,8,41,52,23,80,46,19,77,41,16,72,32,11,65
'170906,30,10,65,50,23,79,72,38,89,44,11,100,52,24,80,35,9,69,38,14,70,55,25,82,41,16,72,44,23,73,17,5,52,50,24,77,27,7,63,24,9,46,59,29,84,54,25,80,49,22,78,45,24,77
'170907,29,10,66,45,22,68,-1,-1,-1,.,.,.,37,14,70,19,8,44,32,11,64,40,14,74,35,12,70,50,22,83,22,7,61,35,13,66,21,5,57,25,13,45,38,15,70,38,14,71,34,13,65,34,15,67
'170908,28,9,63,45,18,77,66,36,89,37,16,65,39,15,71,39,11,74,33,11,67,42,16,75,35,12,68,43,17,61,17,5,52,36,14,68,26,7,62,14,4,34,45,18,75,40,15,72,38,14,69,25,7,57
